method	path	handler	auth	source	migration_category	dynamic	transport
POST	/api/v1/auth/validate-invitation-code	h.Auth.ValidateInvitationCode	public + BackendModeAuthGuard + L1/Redis rate limit (fail-close in Go)	backend/internal/server/routes/auth.go:54	auth/session-identity	no	http
POST	/api/v1/auth/validate-promo-code	h.Auth.ValidatePromoCode	public + BackendModeAuthGuard + L1/Redis rate limit (fail-close in Go)	backend/internal/server/routes/auth.go:50	auth/session-identity	no	http
GET	/api/v1/channel-monitors	h.ChannelMonitor.List	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:123	user/channel-monitors	no	http
GET	/api/v1/channel-monitors/:id/status	h.ChannelMonitor.GetStatus	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:124	user/channel-monitors	yes	http
GET	/api/v1/channels/available	h.AvailableChannel.List	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:78	user/channels	no	http
GET	/api/v1/groups/available	h.APIKey.GetAvailableGroups	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:71	user/groups	no	http
GET	/api/v1/groups/rates	h.APIKey.GetUserGroupRates	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:72	user/groups	no	http
GET	/api/v1/keys	h.APIKey.List	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:61	user/keys	no	http
POST	/api/v1/keys	h.APIKey.Create	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:63	user/keys	no	http
DELETE	/api/v1/keys/:id	h.APIKey.Delete	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:65	user/keys	yes	http
GET	/api/v1/keys/:id	h.APIKey.GetByID	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:62	user/keys	yes	http
PUT	/api/v1/keys/:id	h.APIKey.Update	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:64	user/keys	yes	http
GET	/api/v1/pages	h.ListPages	admin JWT + AdminComplianceGuard	backend/internal/handler/page_handler.go:282	admin/pages	no	http
GET	/api/v1/pages/:slug	h.GetPageContent	JWT + per-page visibility	backend/internal/handler/page_handler.go:268	pages/content	yes	http
GET	/api/v1/pages/:slug/images/*filename	h.ServePageImage	public + handler visibility (admin pages denied)	backend/internal/handler/page_handler.go:274	pages/static-assets	yes	http
GET	/api/v1/payment/channels	paymentHandler.GetChannels	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:31	payment/user	no	http
GET	/api/v1/payment/checkout-info	paymentHandler.GetCheckoutInfo	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:29	payment/user	no	http
GET	/api/v1/payment/config	paymentHandler.GetPaymentConfig	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:28	payment/user	no	http
GET	/api/v1/payment/limits	paymentHandler.GetLimits	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:32	payment/user	no	http
POST	/api/v1/payment/orders	paymentHandler.CreateOrder	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:36	payment/user	no	http
GET	/api/v1/payment/orders/:id	paymentHandler.GetOrder	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:39	payment/user	yes	http
POST	/api/v1/payment/orders/:id/cancel	paymentHandler.CancelOrder	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:40	payment/user	yes	http
POST	/api/v1/payment/orders/:id/refund-request	paymentHandler.RequestRefund	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:41	payment/user	yes	http
GET	/api/v1/payment/orders/my	paymentHandler.GetMyOrders	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:38	payment/user	no	http
GET	/api/v1/payment/orders/refund-eligible-providers	paymentHandler.GetRefundEligibleProviders	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:42	payment/user	no	http
POST	/api/v1/payment/orders/verify	paymentHandler.VerifyOrder	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:37	payment/user	no	http
GET	/api/v1/payment/plans	paymentHandler.GetPlans	JWT + BackendModeUserGuard	backend/internal/server/routes/payment.go:30	payment/user	no	http
POST	/api/v1/payment/public/orders/resolve	paymentHandler.ResolveOrderPublicByResumeToken	public (webhook signature/provider verification in handler where applicable)	backend/internal/server/routes/payment.go:53	payment/public-resume	no	http
POST	/api/v1/payment/public/orders/verify	paymentHandler.VerifyOrderPublic	public (webhook signature/provider verification in handler where applicable)	backend/internal/server/routes/payment.go:52	payment/public-resume	no	http
POST	/api/v1/payment/webhook/airwallex	webhookHandler.AirwallexWebhook	public (webhook signature/provider verification in handler where applicable)	backend/internal/server/routes/payment.go:65	payment/webhook	no	http
POST	/api/v1/payment/webhook/alipay	webhookHandler.AlipayNotify	public (webhook signature/provider verification in handler where applicable)	backend/internal/server/routes/payment.go:62	payment/webhook	no	http
GET	/api/v1/payment/webhook/easypay	webhookHandler.EasyPayNotify	public (webhook signature/provider verification in handler where applicable)	backend/internal/server/routes/payment.go:60	payment/webhook	no	http
POST	/api/v1/payment/webhook/easypay	webhookHandler.EasyPayNotify	public (webhook signature/provider verification in handler where applicable)	backend/internal/server/routes/payment.go:61	payment/webhook	no	http
POST	/api/v1/payment/webhook/stripe	webhookHandler.StripeWebhook	public (webhook signature/provider verification in handler where applicable)	backend/internal/server/routes/payment.go:64	payment/webhook	no	http
POST	/api/v1/payment/webhook/wxpay	webhookHandler.WxpayNotify	public (webhook signature/provider verification in handler where applicable)	backend/internal/server/routes/payment.go:63	payment/webhook	no	http
POST	/api/v1/redeem	h.Redeem.Redeem	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:107	user/redeem	no	http
GET	/api/v1/redeem/history	h.Redeem.GetHistory	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:108	user/redeem	no	http
GET	/api/v1/settings/email-unsubscribe	h.Setting.UnsubscribeNotificationEmail	public	backend/internal/server/routes/auth.go:217	settings/public	no	http
GET	/api/v1/settings/public	h.Setting.GetPublicSettings	public	backend/internal/server/routes/auth.go:216	settings/public	no	http
GET	/api/v1/subscriptions	h.Subscription.List	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:114	user/subscriptions	no	http
GET	/api/v1/subscriptions/active	h.Subscription.GetActive	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:115	user/subscriptions	no	http
GET	/api/v1/subscriptions/progress	h.Subscription.GetProgress	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:116	user/subscriptions	no	http
GET	/api/v1/subscriptions/summary	h.Subscription.GetSummary	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:117	user/subscriptions	no	http
GET	/api/v1/usage	h.Usage.List	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:84	user/usage	no	http
GET	/api/v1/usage/:id	h.Usage.GetByID	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:87	user/usage	yes	http
POST	/api/v1/usage/dashboard/api-keys-usage	h.Usage.DashboardAPIKeysUsage	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:94	user/usage	no	http
GET	/api/v1/usage/dashboard/models	h.Usage.DashboardModels	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:92	user/usage	no	http
GET	/api/v1/usage/dashboard/snapshot-v2	h.Usage.DashboardSnapshotV2	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:93	user/usage	no	http
GET	/api/v1/usage/dashboard/stats	h.Usage.DashboardStats	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:90	user/usage	no	http
GET	/api/v1/usage/dashboard/trend	h.Usage.DashboardTrend	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:91	user/usage	no	http
GET	/api/v1/usage/errors	h.Usage.ListErrors	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:85	user/usage	no	http
GET	/api/v1/usage/errors/:id	h.Usage.GetErrorDetail	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:86	user/usage	yes	http
GET	/api/v1/usage/stats	h.Usage.Stats	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:88	user/usage	no	http
PUT	/api/v1/user	h.User.UpdateProfile	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:27	user/user	no	http
DELETE	/api/v1/user/account-bindings/:provider	h.User.UnbindIdentity	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:32	user/user	yes	http
POST	/api/v1/user/account-bindings/email	h.User.BindEmailIdentity	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:31	user/user	no	http
POST	/api/v1/user/account-bindings/email/send-code	h.User.SendEmailBindingCode	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:30	user/user	no	http
GET	/api/v1/user/aff	h.User.GetAffiliate	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:28	user/user	no	http
POST	/api/v1/user/aff/transfer	h.User.TransferAffiliateQuota	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:29	user/user	no	http
GET	/api/v1/user/api-keys/:id/usage/daily	h.Usage.GetMyAPIKeyDailyUsage	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:34	user/user	yes	http
POST	/api/v1/user/auth-identities/bind/start	h.User.StartIdentityBinding	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:33	user/user	no	http
DELETE	/api/v1/user/notify-email	h.User.RemoveNotifyEmail	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:43	user/user	no	http
POST	/api/v1/user/notify-email/send-code	h.User.SendNotifyEmailCode	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:40	user/user	no	http
PUT	/api/v1/user/notify-email/toggle	h.User.ToggleNotifyEmail	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:42	user/user	no	http
POST	/api/v1/user/notify-email/verify	h.User.VerifyNotifyEmail	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:41	user/user	no	http
PUT	/api/v1/user/password	h.User.ChangePassword	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:26	user/user	no	http
GET	/api/v1/user/platform-quotas	h.User.GetMyPlatformQuotas	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:35	user/user	no	http
GET	/api/v1/user/profile	h.User.GetProfile	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:25	user/user	no	http
POST	/api/v1/user/totp/disable	h.Totp.Disable	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:54	user/user	no	http
POST	/api/v1/user/totp/enable	h.Totp.Enable	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:53	user/user	no	http
POST	/api/v1/user/totp/send-code	h.Totp.SendVerifyCode	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:51	user/user	no	http
POST	/api/v1/user/totp/setup	h.Totp.InitiateSetup	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:52	user/user	no	http
GET	/api/v1/user/totp/status	h.Totp.GetStatus	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:49	user/user	no	http
GET	/api/v1/user/totp/verification-method	h.Totp.GetVerificationMethod	JWT + BackendModeUserGuard	backend/internal/server/routes/user.go:50	user/user	no	http
GET	/backend-api/codex/models	h.OpenAIGateway.CodexModels	API key + assigned group	backend/internal/server/routes/gateway.go:226	gateway/core	no	http
GET	/backend-api/codex/responses	h.OpenAIGateway.ResponsesWebSocket	API key + assigned group	backend/internal/server/routes/gateway.go:223	gateway/websocket	no	websocket
POST	/backend-api/codex/responses	responsesHandler=>h.OpenAIGateway.Responses|h.Gateway.Responses	API key + assigned group	backend/internal/server/routes/gateway.go:221	gateway/openai-responses-streaming	no	http/sse-when-streaming
POST	/backend-api/codex/responses/*subpath	responsesHandler=>h.OpenAIGateway.Responses|h.Gateway.Responses	API key + assigned group	backend/internal/server/routes/gateway.go:222	gateway/openai-responses-streaming	yes	http/sse-when-streaming
POST	/chat/completions	h.OpenAIGateway.ChatCompletions|h.Gateway.ChatCompletions	API key + assigned group	backend/internal/server/routes/gateway.go:229	gateway/openai-chat-streaming	no	http/sse-when-streaming
POST	/embeddings	h.OpenAIGateway.Embeddings	API key + assigned group	backend/internal/server/routes/gateway.go:236	gateway/core	no	http
GET	/health	inline:health	public	backend/internal/server/routes/common.go:12	common/health-control	no	http
POST	/images/edits	imagesHandler=>h.OpenAIGateway.Images|h.OpenAIGateway.GrokImages	API key + assigned group	backend/internal/server/routes/gateway.go:250	gateway/media	no	http
POST	/images/generations	imagesHandler=>h.OpenAIGateway.Images|h.OpenAIGateway.GrokImages	API key + assigned group	backend/internal/server/routes/gateway.go:249	gateway/media	no	http
GET	/responses	h.OpenAIGateway.ResponsesWebSocket	API key + assigned group	backend/internal/server/routes/gateway.go:215	gateway/websocket	no	websocket
POST	/responses	responsesHandler=>h.OpenAIGateway.Responses|h.Gateway.Responses	API key + assigned group	backend/internal/server/routes/gateway.go:213	gateway/openai-responses-streaming	no	http/sse-when-streaming
POST	/responses/*subpath	responsesHandler=>h.OpenAIGateway.Responses|h.Gateway.Responses	API key + assigned group	backend/internal/server/routes/gateway.go:214	gateway/openai-responses-streaming	yes	http/sse-when-streaming
POST	/setup/install	install	setupGuard (setup mode only)	backend/internal/setup/handler.go:34	setup/postgres-bootstrap	no	http
GET	/setup/status	inline:normalSetupStatus	public	backend/internal/server/routes/common.go:23	common/health-control	no	http
GET	/setup/status	getStatus	public (setup mode)	backend/internal/setup/handler.go:26	setup/postgres-bootstrap	no	http
POST	/setup/test-db	testDatabase	setupGuard (setup mode only)	backend/internal/setup/handler.go:32	setup/postgres-bootstrap	no	http
POST	/setup/test-redis	testRedis	setupGuard (setup mode only)	backend/internal/setup/handler.go:33	setup/remove-redis-contract	no	http
POST	/v1/chat/completions	h.OpenAIGateway.ChatCompletions|h.Gateway.ChatCompletions	API key + assigned group	backend/internal/server/routes/gateway.go:154	gateway/openai-chat-streaming	no	http/sse-when-streaming
POST	/v1/embeddings	h.OpenAIGateway.Embeddings	API key + assigned group	backend/internal/server/routes/gateway.go:161	gateway/core	no	http
GET	/v1/images/batches	h.BatchImage.List	API key + assigned group	backend/internal/server/routes/gateway.go:177	gateway/media	no	http
POST	/v1/images/batches	h.BatchImage.Submit	API key + assigned group	backend/internal/server/routes/gateway.go:176	gateway/media	no	http
DELETE	/v1/images/batches/:id	h.BatchImage.DeleteRecord	API key + assigned group	backend/internal/server/routes/gateway.go:184	gateway/media	yes	http
GET	/v1/images/batches/:id	h.BatchImage.Get	API key + assigned group	backend/internal/server/routes/gateway.go:179	gateway/media	yes	http
POST	/v1/images/batches/:id/cancel	h.BatchImage.Cancel	API key + assigned group	backend/internal/server/routes/gateway.go:183	gateway/media	yes	http
GET	/v1/images/batches/:id/download	h.BatchImage.Download	API key + assigned group	backend/internal/server/routes/gateway.go:182	gateway/media	yes	http
GET	/v1/images/batches/:id/items	h.BatchImage.Items	API key + assigned group	backend/internal/server/routes/gateway.go:180	gateway/media	yes	http
GET	/v1/images/batches/:id/items/:custom_id/content	h.BatchImage.ItemContent	API key + assigned group	backend/internal/server/routes/gateway.go:181	gateway/media	yes	http
DELETE	/v1/images/batches/:id/outputs	h.BatchImage.DeleteOutputs	API key + assigned group	backend/internal/server/routes/gateway.go:185	gateway/media	yes	http
GET	/v1/images/batches/models	h.BatchImage.Models	API key + assigned group	backend/internal/server/routes/gateway.go:178	gateway/media	no	http
POST	/v1/images/edits	imagesHandler=>h.OpenAIGateway.Images|h.OpenAIGateway.GrokImages	API key + assigned group	backend/internal/server/routes/gateway.go:175	gateway/media	no	http
POST	/v1/images/generations	imagesHandler=>h.OpenAIGateway.Images|h.OpenAIGateway.GrokImages	API key + assigned group	backend/internal/server/routes/gateway.go:174	gateway/media	no	http
POST	/v1/messages	h.OpenAIGateway.Messages|h.Gateway.Messages	API key + assigned group	backend/internal/server/routes/gateway.go:97	gateway/core	no	http/sse-when-streaming
POST	/v1/messages/count_tokens	h.OpenAIGateway.CountTokens|h.Gateway.CountTokens	API key + assigned group	backend/internal/server/routes/gateway.go:106	gateway/core	no	http
GET	/v1/models	h.OpenAIGateway.CodexModels|h.Gateway.Models	API key + assigned group	backend/internal/server/routes/gateway.go:127	gateway/core	no	http
GET	/v1/responses	h.OpenAIGateway.ResponsesWebSocket	API key + assigned group	backend/internal/server/routes/gateway.go:150	gateway/websocket	no	websocket
POST	/v1/responses	h.OpenAIGateway.Responses|h.Gateway.Responses	API key + assigned group	backend/internal/server/routes/gateway.go:136	gateway/openai-responses-streaming	no	http/sse-when-streaming
POST	/v1/responses/*subpath	h.OpenAIGateway.Responses|h.Gateway.Responses	API key + assigned group	backend/internal/server/routes/gateway.go:143	gateway/openai-responses-streaming	yes	http/sse-when-streaming
GET	/v1/usage	h.Gateway.Usage	API key + assigned group	backend/internal/server/routes/gateway.go:134	gateway/core	no	http
GET	/v1/videos/:request_id	videoStatusHandler=>h.OpenAIGateway.GrokVideoStatus	API key + assigned group	backend/internal/server/routes/gateway.go:187	gateway/media	yes	http
POST	/v1/videos/generations	videoGenerationHandler=>h.OpenAIGateway.GrokVideoGeneration	API key + assigned group	backend/internal/server/routes/gateway.go:186	gateway/media	no	http
GET	/v1beta/models	h.Gateway.GeminiV1BetaListModels	Google API key + subscription + assigned group	backend/internal/server/routes/gateway.go:199	gateway/gemini-native	no	http
POST	/v1beta/models/*modelAction	h.Gateway.GeminiV1BetaModels	Google API key + subscription + assigned group	backend/internal/server/routes/gateway.go:202	gateway/gemini-native	yes	http/sse-when-streaming
GET	/v1beta/models/:model	h.Gateway.GeminiV1BetaGetModel	Google API key + subscription + assigned group	backend/internal/server/routes/gateway.go:200	gateway/gemini-native	yes	http
GET	/videos/:request_id	videoStatusHandler=>h.OpenAIGateway.GrokVideoStatus	API key + assigned group	backend/internal/server/routes/gateway.go:252	gateway/media	yes	http
POST	/videos/generations	videoGenerationHandler=>h.OpenAIGateway.GrokVideoGeneration	API key + assigned group	backend/internal/server/routes/gateway.go:251	gateway/media	no	http
